Question,Category,SubCategory
Russia Russian France French,Syntatic,: gram6-nationality-adjective
Russia Russian Germany German,Syntatic,: gram6-nationality-adjective
Russia Russian Greece Greek,Syntatic,: gram6-nationality-adjective
Russia Russian Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Russia Russian India Indian,Syntatic,: gram6-nationality-adjective
Russia Russian Ireland Irish,Syntatic,: gram6-nationality-adjective
Russia Russian Israel Israeli,Syntatic,: gram6-nationality-adjective
Russia Russian Italy Italian,Syntatic,: gram6-nationality-adjective
Russia Russian Japan Japanese,Syntatic,: gram6-nationality-adjective
Russia Russian Korea Korean,Syntatic,: gram6-nationality-adjective
Russia Russian Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Russia Russian Malta Maltese,Syntatic,: gram6-nationality-adjective
Russia Russian Mexico Mexican,Syntatic,: gram6-nationality-adjective
Russia Russian Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Russia Russian Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Russia Russian Norway Norwegian,Syntatic,: gram6-nationality-adjective
Russia Russian Peru Peruvian,Syntatic,: gram6-nationality-adjective
Russia Russian Poland Polish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Spain Spanish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Sweden Swedish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Switzerland Swiss,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Thailand Thai,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Ukraine Ukrainian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Albania Albanian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Australia Australian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Austria Austrian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Chile Chilean,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian China Chinese,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Colombia Colombian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Croatia Croatian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Denmark Danish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian England English,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian France French,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Germany German,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Greece Greek,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian India Indian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Ireland Irish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Israel Israeli,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Italy Italian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Japan Japanese,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Korea Korean,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Malta Maltese,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Mexico Mexican,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Norway Norwegian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Peru Peruvian,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Poland Polish,Syntatic,: gram6-nationality-adjective
Slovakia Slovakian Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Spain Spanish Sweden Swedish,Syntatic,: gram6-nationality-adjective
Spain Spanish Switzerland Swiss,Syntatic,: gram6-nationality-adjective
Spain Spanish Thailand Thai,Syntatic,: gram6-nationality-adjective
Spain Spanish Ukraine Ukrainian,Syntatic,: gram6-nationality-adjective
Spain Spanish Albania Albanian,Syntatic,: gram6-nationality-adjective
Spain Spanish Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Spain Spanish Australia Australian,Syntatic,: gram6-nationality-adjective
Spain Spanish Austria Austrian,Syntatic,: gram6-nationality-adjective
Spain Spanish Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Spain Spanish Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Spain Spanish Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Spain Spanish Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Spain Spanish Chile Chilean,Syntatic,: gram6-nationality-adjective
Spain Spanish China Chinese,Syntatic,: gram6-nationality-adjective
Spain Spanish Colombia Colombian,Syntatic,: gram6-nationality-adjective
Spain Spanish Croatia Croatian,Syntatic,: gram6-nationality-adjective
Spain Spanish Denmark Danish,Syntatic,: gram6-nationality-adjective
Spain Spanish Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Spain Spanish England English,Syntatic,: gram6-nationality-adjective
Spain Spanish France French,Syntatic,: gram6-nationality-adjective
Spain Spanish Germany German,Syntatic,: gram6-nationality-adjective
Spain Spanish Greece Greek,Syntatic,: gram6-nationality-adjective
Spain Spanish Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Spain Spanish India Indian,Syntatic,: gram6-nationality-adjective
Spain Spanish Ireland Irish,Syntatic,: gram6-nationality-adjective
Spain Spanish Israel Israeli,Syntatic,: gram6-nationality-adjective
Spain Spanish Italy Italian,Syntatic,: gram6-nationality-adjective
Spain Spanish Japan Japanese,Syntatic,: gram6-nationality-adjective
Spain Spanish Korea Korean,Syntatic,: gram6-nationality-adjective
Spain Spanish Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Spain Spanish Malta Maltese,Syntatic,: gram6-nationality-adjective
Spain Spanish Mexico Mexican,Syntatic,: gram6-nationality-adjective
Spain Spanish Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Spain Spanish Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Spain Spanish Norway Norwegian,Syntatic,: gram6-nationality-adjective
Spain Spanish Peru Peruvian,Syntatic,: gram6-nationality-adjective
Spain Spanish Poland Polish,Syntatic,: gram6-nationality-adjective
Spain Spanish Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Spain Spanish Russia Russian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Switzerland Swiss,Syntatic,: gram6-nationality-adjective
Sweden Swedish Thailand Thai,Syntatic,: gram6-nationality-adjective
Sweden Swedish Ukraine Ukrainian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Albania Albanian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Sweden Swedish Australia Australian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Austria Austrian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Chile Chilean,Syntatic,: gram6-nationality-adjective
Sweden Swedish China Chinese,Syntatic,: gram6-nationality-adjective
Sweden Swedish Colombia Colombian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Croatia Croatian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Denmark Danish,Syntatic,: gram6-nationality-adjective
Sweden Swedish Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Sweden Swedish England English,Syntatic,: gram6-nationality-adjective
Sweden Swedish France French,Syntatic,: gram6-nationality-adjective
Sweden Swedish Germany German,Syntatic,: gram6-nationality-adjective
Sweden Swedish Greece Greek,Syntatic,: gram6-nationality-adjective
Sweden Swedish Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Sweden Swedish India Indian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Ireland Irish,Syntatic,: gram6-nationality-adjective
Sweden Swedish Israel Israeli,Syntatic,: gram6-nationality-adjective
Sweden Swedish Italy Italian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Japan Japanese,Syntatic,: gram6-nationality-adjective
Sweden Swedish Korea Korean,Syntatic,: gram6-nationality-adjective
Sweden Swedish Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Malta Maltese,Syntatic,: gram6-nationality-adjective
Sweden Swedish Mexico Mexican,Syntatic,: gram6-nationality-adjective
Sweden Swedish Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Sweden Swedish Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Sweden Swedish Norway Norwegian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Peru Peruvian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Poland Polish,Syntatic,: gram6-nationality-adjective
Sweden Swedish Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Sweden Swedish Russia Russian,Syntatic,: gram6-nationality-adjective
Sweden Swedish Slovakia Slovakian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Thailand Thai,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Ukraine Ukrainian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Albania Albanian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Australia Australian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Austria Austrian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Chile Chilean,Syntatic,: gram6-nationality-adjective
Switzerland Swiss China Chinese,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Colombia Colombian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Croatia Croatian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Denmark Danish,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss England English,Syntatic,: gram6-nationality-adjective
Switzerland Swiss France French,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Germany German,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Greece Greek,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Switzerland Swiss India Indian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Ireland Irish,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Israel Israeli,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Italy Italian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Japan Japanese,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Korea Korean,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Malta Maltese,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Mexico Mexican,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Norway Norwegian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Peru Peruvian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Poland Polish,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Russia Russian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Slovakia Slovakian,Syntatic,: gram6-nationality-adjective
Switzerland Swiss Spain Spanish,Syntatic,: gram6-nationality-adjective
Thailand Thai Ukraine Ukrainian,Syntatic,: gram6-nationality-adjective
Thailand Thai Albania Albanian,Syntatic,: gram6-nationality-adjective
Thailand Thai Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Thailand Thai Australia Australian,Syntatic,: gram6-nationality-adjective
Thailand Thai Austria Austrian,Syntatic,: gram6-nationality-adjective
Thailand Thai Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Thailand Thai Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Thailand Thai Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Thailand Thai Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Thailand Thai Chile Chilean,Syntatic,: gram6-nationality-adjective
Thailand Thai China Chinese,Syntatic,: gram6-nationality-adjective
Thailand Thai Colombia Colombian,Syntatic,: gram6-nationality-adjective
Thailand Thai Croatia Croatian,Syntatic,: gram6-nationality-adjective
Thailand Thai Denmark Danish,Syntatic,: gram6-nationality-adjective
Thailand Thai Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Thailand Thai England English,Syntatic,: gram6-nationality-adjective
Thailand Thai France French,Syntatic,: gram6-nationality-adjective
Thailand Thai Germany German,Syntatic,: gram6-nationality-adjective
Thailand Thai Greece Greek,Syntatic,: gram6-nationality-adjective
Thailand Thai Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Thailand Thai India Indian,Syntatic,: gram6-nationality-adjective
Thailand Thai Ireland Irish,Syntatic,: gram6-nationality-adjective
Thailand Thai Israel Israeli,Syntatic,: gram6-nationality-adjective
Thailand Thai Italy Italian,Syntatic,: gram6-nationality-adjective
Thailand Thai Japan Japanese,Syntatic,: gram6-nationality-adjective
Thailand Thai Korea Korean,Syntatic,: gram6-nationality-adjective
Thailand Thai Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Thailand Thai Malta Maltese,Syntatic,: gram6-nationality-adjective
Thailand Thai Mexico Mexican,Syntatic,: gram6-nationality-adjective
Thailand Thai Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Thailand Thai Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Thailand Thai Norway Norwegian,Syntatic,: gram6-nationality-adjective
Thailand Thai Peru Peruvian,Syntatic,: gram6-nationality-adjective
Thailand Thai Poland Polish,Syntatic,: gram6-nationality-adjective
Thailand Thai Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Thailand Thai Russia Russian,Syntatic,: gram6-nationality-adjective
Thailand Thai Slovakia Slovakian,Syntatic,: gram6-nationality-adjective
Thailand Thai Spain Spanish,Syntatic,: gram6-nationality-adjective
Thailand Thai Sweden Swedish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Albania Albanian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Argentina Argentinean,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Australia Australian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Austria Austrian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Belarus Belorussian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Brazil Brazilian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Bulgaria Bulgarian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Cambodia Cambodian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Chile Chilean,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian China Chinese,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Colombia Colombian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Croatia Croatian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Denmark Danish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Egypt Egyptian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian England English,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian France French,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Germany German,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Greece Greek,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Iceland Icelandic,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian India Indian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Ireland Irish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Israel Israeli,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Italy Italian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Japan Japanese,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Korea Korean,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Macedonia Macedonian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Malta Maltese,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Mexico Mexican,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Moldova Moldovan,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Netherlands Dutch,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Norway Norwegian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Peru Peruvian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Poland Polish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Portugal Portuguese,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Russia Russian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Slovakia Slovakian,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Spain Spanish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Sweden Swedish,Syntatic,: gram6-nationality-adjective
Ukraine Ukrainian Switzerland Swiss,Syntatic,: gram6-nationality-adjective
dancing danced decreasing decreased,Syntatic,: gram7-past-tense
dancing danced describing described,Syntatic,: gram7-past-tense
dancing danced enhancing enhanced,Syntatic,: gram7-past-tense
dancing danced falling fell,Syntatic,: gram7-past-tense
dancing danced feeding fed,Syntatic,: gram7-past-tense
dancing danced flying flew,Syntatic,: gram7-past-tense
dancing danced generating generated,Syntatic,: gram7-past-tense
dancing danced going went,Syntatic,: gram7-past-tense
dancing danced hiding hid,Syntatic,: gram7-past-tense
dancing danced hitting hit,Syntatic,: gram7-past-tense
dancing danced implementing implemented,Syntatic,: gram7-past-tense
dancing danced increasing increased,Syntatic,: gram7-past-tense
dancing danced jumping jumped,Syntatic,: gram7-past-tense
dancing danced knowing knew,Syntatic,: gram7-past-tense
dancing danced listening listened,Syntatic,: gram7-past-tense
dancing danced looking looked,Syntatic,: gram7-past-tense
dancing danced moving moved,Syntatic,: gram7-past-tense
dancing danced paying paid,Syntatic,: gram7-past-tense
dancing danced playing played,Syntatic,: gram7-past-tense
dancing danced predicting predicted,Syntatic,: gram7-past-tense
dancing danced reading read,Syntatic,: gram7-past-tense
dancing danced running ran,Syntatic,: gram7-past-tense
dancing danced saying said,Syntatic,: gram7-past-tense
dancing danced screaming screamed,Syntatic,: gram7-past-tense
dancing danced seeing saw,Syntatic,: gram7-past-tense
dancing danced selling sold,Syntatic,: gram7-past-tense
dancing danced shrinking shrank,Syntatic,: gram7-past-tense
dancing danced singing sang,Syntatic,: gram7-past-tense
dancing danced sitting sat,Syntatic,: gram7-past-tense
dancing danced sleeping slept,Syntatic,: gram7-past-tense
dancing danced slowing slowed,Syntatic,: gram7-past-tense
dancing danced spending spent,Syntatic,: gram7-past-tense
dancing danced striking struck,Syntatic,: gram7-past-tense
dancing danced swimming swam,Syntatic,: gram7-past-tense
dancing danced taking took,Syntatic,: gram7-past-tense
dancing danced thinking thought,Syntatic,: gram7-past-tense
dancing danced vanishing vanished,Syntatic,: gram7-past-tense
dancing danced walking walked,Syntatic,: gram7-past-tense
dancing danced writing wrote,Syntatic,: gram7-past-tense
decreasing decreased describing described,Syntatic,: gram7-past-tense
decreasing decreased enhancing enhanced,Syntatic,: gram7-past-tense
decreasing decreased falling fell,Syntatic,: gram7-past-tense
decreasing decreased feeding fed,Syntatic,: gram7-past-tense
decreasing decreased flying flew,Syntatic,: gram7-past-tense
decreasing decreased generating generated,Syntatic,: gram7-past-tense
decreasing decreased going went,Syntatic,: gram7-past-tense
decreasing decreased hiding hid,Syntatic,: gram7-past-tense
decreasing decreased hitting hit,Syntatic,: gram7-past-tense
decreasing decreased implementing implemented,Syntatic,: gram7-past-tense
decreasing decreased increasing increased,Syntatic,: gram7-past-tense
decreasing decreased jumping jumped,Syntatic,: gram7-past-tense
decreasing decreased knowing knew,Syntatic,: gram7-past-tense
decreasing decreased listening listened,Syntatic,: gram7-past-tense
decreasing decreased looking looked,Syntatic,: gram7-past-tense
decreasing decreased moving moved,Syntatic,: gram7-past-tense
decreasing decreased paying paid,Syntatic,: gram7-past-tense
decreasing decreased playing played,Syntatic,: gram7-past-tense
decreasing decreased predicting predicted,Syntatic,: gram7-past-tense
decreasing decreased reading read,Syntatic,: gram7-past-tense
decreasing decreased running ran,Syntatic,: gram7-past-tense
decreasing decreased saying said,Syntatic,: gram7-past-tense
decreasing decreased screaming screamed,Syntatic,: gram7-past-tense
decreasing decreased seeing saw,Syntatic,: gram7-past-tense
decreasing decreased selling sold,Syntatic,: gram7-past-tense
decreasing decreased shrinking shrank,Syntatic,: gram7-past-tense
decreasing decreased singing sang,Syntatic,: gram7-past-tense
decreasing decreased sitting sat,Syntatic,: gram7-past-tense
decreasing decreased sleeping slept,Syntatic,: gram7-past-tense
decreasing decreased slowing slowed,Syntatic,: gram7-past-tense
decreasing decreased spending spent,Syntatic,: gram7-past-tense
decreasing decreased striking struck,Syntatic,: gram7-past-tense
decreasing decreased swimming swam,Syntatic,: gram7-past-tense
decreasing decreased taking took,Syntatic,: gram7-past-tense
decreasing decreased thinking thought,Syntatic,: gram7-past-tense
decreasing decreased vanishing vanished,Syntatic,: gram7-past-tense
decreasing decreased walking walked,Syntatic,: gram7-past-tense
decreasing decreased writing wrote,Syntatic,: gram7-past-tense
decreasing decreased dancing danced,Syntatic,: gram7-past-tense
describing described enhancing enhanced,Syntatic,: gram7-past-tense
describing described falling fell,Syntatic,: gram7-past-tense
describing described feeding fed,Syntatic,: gram7-past-tense
describing described flying flew,Syntatic,: gram7-past-tense
describing described generating generated,Syntatic,: gram7-past-tense
describing described going went,Syntatic,: gram7-past-tense
describing described hiding hid,Syntatic,: gram7-past-tense
describing described hitting hit,Syntatic,: gram7-past-tense
describing described implementing implemented,Syntatic,: gram7-past-tense
describing described increasing increased,Syntatic,: gram7-past-tense
describing described jumping jumped,Syntatic,: gram7-past-tense
describing described knowing knew,Syntatic,: gram7-past-tense
describing described listening listened,Syntatic,: gram7-past-tense
describing described looking looked,Syntatic,: gram7-past-tense
describing described moving moved,Syntatic,: gram7-past-tense
describing described paying paid,Syntatic,: gram7-past-tense
describing described playing played,Syntatic,: gram7-past-tense
describing described predicting predicted,Syntatic,: gram7-past-tense
describing described reading read,Syntatic,: gram7-past-tense
describing described running ran,Syntatic,: gram7-past-tense
describing described saying said,Syntatic,: gram7-past-tense
describing described screaming screamed,Syntatic,: gram7-past-tense
describing described seeing saw,Syntatic,: gram7-past-tense
describing described selling sold,Syntatic,: gram7-past-tense
describing described shrinking shrank,Syntatic,: gram7-past-tense
describing described singing sang,Syntatic,: gram7-past-tense
describing described sitting sat,Syntatic,: gram7-past-tense
describing described sleeping slept,Syntatic,: gram7-past-tense
describing described slowing slowed,Syntatic,: gram7-past-tense
describing described spending spent,Syntatic,: gram7-past-tense
describing described striking struck,Syntatic,: gram7-past-tense
describing described swimming swam,Syntatic,: gram7-past-tense
describing described taking took,Syntatic,: gram7-past-tense
describing described thinking thought,Syntatic,: gram7-past-tense
describing described vanishing vanished,Syntatic,: gram7-past-tense
describing described walking walked,Syntatic,: gram7-past-tense
describing described writing wrote,Syntatic,: gram7-past-tense
describing described dancing danced,Syntatic,: gram7-past-tense
describing described decreasing decreased,Syntatic,: gram7-past-tense
enhancing enhanced falling fell,Syntatic,: gram7-past-tense
enhancing enhanced feeding fed,Syntatic,: gram7-past-tense
enhancing enhanced flying flew,Syntatic,: gram7-past-tense
enhancing enhanced generating generated,Syntatic,: gram7-past-tense
enhancing enhanced going went,Syntatic,: gram7-past-tense
enhancing enhanced hiding hid,Syntatic,: gram7-past-tense
enhancing enhanced hitting hit,Syntatic,: gram7-past-tense
enhancing enhanced implementing implemented,Syntatic,: gram7-past-tense
enhancing enhanced increasing increased,Syntatic,: gram7-past-tense
enhancing enhanced jumping jumped,Syntatic,: gram7-past-tense
enhancing enhanced knowing knew,Syntatic,: gram7-past-tense
enhancing enhanced listening listened,Syntatic,: gram7-past-tense
enhancing enhanced looking looked,Syntatic,: gram7-past-tense
enhancing enhanced moving moved,Syntatic,: gram7-past-tense
enhancing enhanced paying paid,Syntatic,: gram7-past-tense
enhancing enhanced playing played,Syntatic,: gram7-past-tense
enhancing enhanced predicting predicted,Syntatic,: gram7-past-tense
enhancing enhanced reading read,Syntatic,: gram7-past-tense
enhancing enhanced running ran,Syntatic,: gram7-past-tense
enhancing enhanced saying said,Syntatic,: gram7-past-tense
enhancing enhanced screaming screamed,Syntatic,: gram7-past-tense
enhancing enhanced seeing saw,Syntatic,: gram7-past-tense
enhancing enhanced selling sold,Syntatic,: gram7-past-tense
enhancing enhanced shrinking shrank,Syntatic,: gram7-past-tense
enhancing enhanced singing sang,Syntatic,: gram7-past-tense
enhancing enhanced sitting sat,Syntatic,: gram7-past-tense
enhancing enhanced sleeping slept,Syntatic,: gram7-past-tense
enhancing enhanced slowing slowed,Syntatic,: gram7-past-tense
enhancing enhanced spending spent,Syntatic,: gram7-past-tense
enhancing enhanced striking struck,Syntatic,: gram7-past-tense
enhancing enhanced swimming swam,Syntatic,: gram7-past-tense
enhancing enhanced taking took,Syntatic,: gram7-past-tense
enhancing enhanced thinking thought,Syntatic,: gram7-past-tense
enhancing enhanced vanishing vanished,Syntatic,: gram7-past-tense
enhancing enhanced walking walked,Syntatic,: gram7-past-tense
enhancing enhanced writing wrote,Syntatic,: gram7-past-tense
enhancing enhanced dancing danced,Syntatic,: gram7-past-tense
enhancing enhanced decreasing decreased,Syntatic,: gram7-past-tense
enhancing enhanced describing described,Syntatic,: gram7-past-tense
falling fell feeding fed,Syntatic,: gram7-past-tense
falling fell flying flew,Syntatic,: gram7-past-tense
falling fell generating generated,Syntatic,: gram7-past-tense
falling fell going went,Syntatic,: gram7-past-tense
falling fell hiding hid,Syntatic,: gram7-past-tense
falling fell hitting hit,Syntatic,: gram7-past-tense
falling fell implementing implemented,Syntatic,: gram7-past-tense
falling fell increasing increased,Syntatic,: gram7-past-tense
falling fell jumping jumped,Syntatic,: gram7-past-tense
falling fell knowing knew,Syntatic,: gram7-past-tense
falling fell listening listened,Syntatic,: gram7-past-tense
falling fell looking looked,Syntatic,: gram7-past-tense
falling fell moving moved,Syntatic,: gram7-past-tense
falling fell paying paid,Syntatic,: gram7-past-tense
falling fell playing played,Syntatic,: gram7-past-tense
falling fell predicting predicted,Syntatic,: gram7-past-tense
falling fell reading read,Syntatic,: gram7-past-tense
falling fell running ran,Syntatic,: gram7-past-tense
falling fell saying said,Syntatic,: gram7-past-tense
falling fell screaming screamed,Syntatic,: gram7-past-tense
falling fell seeing saw,Syntatic,: gram7-past-tense
falling fell selling sold,Syntatic,: gram7-past-tense
falling fell shrinking shrank,Syntatic,: gram7-past-tense
falling fell singing sang,Syntatic,: gram7-past-tense
falling fell sitting sat,Syntatic,: gram7-past-tense
falling fell sleeping slept,Syntatic,: gram7-past-tense
